name,ra,dec,band_guess,band_code,size_gb,date_utc,gain_calibrator_name,gain_onsource_min,gain_array_config,access_url
1924+334,19:24:17.483900,+33:29:29.724000,L,L,7.342772,2021-05-11,J1924+3329,15.955833342159167,D,https://data.nrao.edu/portal/#/productViewer/21A-255.sb39352719.eb39635267.59345.22033329861
1924-292,19:24:51.055957,-29:14:30.121150,L,C L,11.980252,2019-10-09,J1924-2914,5.734166671754792,A,https://data.nrao.edu/portal/#/productViewer/19A-323.sb37337663.eb37339361.58765.09057570602
1927+612,19:27:30.442628,+61:17:32.879210,L,C L,13.746653,2022-03-30,J1927+6117,9.640833323355764,A,https://data.nrao.edu/portal/#/productViewer/22A-423.sb41178301.eb41746986.59668.50978758102
1937-399,19:37:16.217362,-39:58:01.553060,L,L S,18.493975,2017-01-17,2148+069,10.970000020461157,A,https://data.nrao.edu/portal/#/productViewer/16B-306.sb33325016.eb33343439.57770.78770149306
1939-154,19:39:26.657740,-15:25:43.058320,L,C L,24.03973,2019-09-13,J1939-1525,9.224999971920624,A,https://data.nrao.edu/portal/#/productViewer/19A-323.sb37229482.eb37239617.58739.210718692135
1944+548,19:44:31.512621,+54:48:07.063080,L,L,21.933664,2021-02-27,J1944+5448,6.066666659899056,A,https://data.nrao.edu/portal/#/productViewer/20B-280.sb39344396.eb39383924.59272.759722800925
1945+709,19:45:53.519959,+70:55:48.732040,L,C L S X,79.138125,2024-11-09,J2005+7752,10.10666671791114,A,https://data.nrao.edu/portal/#/productViewer/24B-448.sb47200502.eb47228650.60622.9987609838
1949-199,19:49:53.420177,-19:57:13.330400,L,L X,13.993181,2020-03-01,J1949-1957,12.465000010561198,C,https://data.nrao.edu/portal/#/productViewer/SC1046.sb37924683.eb37952474.58909.683117939814
1950+081,19:50:05.540300,+8:07:13.981000,L,L,27.39846,2018-05-23,J1950+0807,7.545833339681849,A,https://data.nrao.edu/portal/#/productViewer/18A-275.sb34996255.eb35435362.58261.28620398148
1956-076,19:56:11.091000,-7:36:54.567000,L,L,11.307675,2023-10-30,J1956-0736,15.458333347924054,D,https://data.nrao.edu/portal/#/productViewer/23B-079.sb44661345.eb44756911.60247.01668302083
2003-328,20:03:24.116306,-32:51:45.132310,C,C X,107.601844,2017-12-10,J2101-2933,6.01749999797903,B,https://data.nrao.edu/portal/#/productViewer/17B-165.sb34408089.eb34786337.58097.91961019676
2005+778,20:05:30.998519,+77:52:43.247610,L,C L S X,79.138125,2024-11-09,J2005+7752,10.10666671791114,A,https://data.nrao.edu/portal/#/productViewer/24B-448.sb47200502.eb47228650.60622.9987609838
2006+644,20:06:17.694614,+64:24:45.417870,X,C X,31.989936,2020-05-25,J2202+4216,9.307500016875565,C,https://data.nrao.edu/portal/#/productViewer/20A-491.sb38191582.eb38219359.58994.62089556713
2007+404,20:07:44.944851,+40:29:48.604140,L,C L S X,9.534482,2017-10-24,J2007+4029,9.705833337502554,B,https://data.nrao.edu/portal/#/productViewer/17B-076.sb34125356.eb34622110.58050.11496571759
2009+724,20:09:52.303874,+72:29:19.351050,C,C,11.372965,2020-06-30,J2009+7229 BPG,1.9950000022072345,B,https://data.nrao.edu/portal/#/productViewer/19B-260.sb38409298.eb38419935.59030.17762898148
2010+333,20:10:49.706300,+33:22:13.627000,X,K X,272.570181,2022-05-22,J2010+3322,11.419999989448115,A,https://data.nrao.edu/portal/#/productViewer/22A-066.sb41335066.eb41813617.59721.26260728009
2011-067,20:11:14.215847,-6:44:03.555190,L,C S,6.393672,2018-10-14,J2011-0644,8.892149976454675,D,https://data.nrao.edu/portal/#/productViewer/18A-354.sb35368510.eb35642950.58405.96301342592
2015+371,20:15:28.733300,+37:10:59.505000,L,S,8.027754,2024-02-25,J2015+3710,12.134166638134047,C,https://data.nrao.edu/portal/#/productViewer/24A-412.sb44994315.eb45281805.60365.72064175926
2023+544,20:23:55.844024,+54:27:35.828990,L,C L,10.983198,2020-03-25,J2023+5427,14.210833325050771,C,https://data.nrao.edu/portal/#/productViewer/18B-265.sb37915291.eb37993385.58933.74739640046
2035+189,20:35:33.980400,+18:57:05.351000,L,C S X,11.457333,2019-06-19,J2049+1003,8.31000000005588,B,https://data.nrao.edu/portal/#/productViewer/19A-395.sb36787108.eb36788272.58653.331291678245
2040-251,20:40:08.772872,-25:07:46.662820,X,C X,10.19114,2020-08-08,J2040-2507,9.308333324734122,B,https://data.nrao.edu/portal/#/productViewer/20A-491.sb38193827.eb38565018.59069.2728993287
2047-026,20:47:10.351400,-2:36:22.152000,L,L S,6.786233,2019-01-18,J2047-0236,15.956666670972481,C,https://data.nrao.edu/portal/#/productViewer/18B-028.sb35923574.eb36138932.58501.838387337964
2101-295,21:01:01.659969,-29:33:27.836500,X,L X,14.752729,2017-08-20,J2101-2933,6.232499973848462,C,https://data.nrao.edu/portal/#/productViewer/17B-384.sb34139532.eb34155785.57985.22066895833
2109+355,21:09:31.878732,+35:32:57.597420,KU,C KU X,18.473454,2021-07-25,J2109+3532,14.377499946858734,C,https://data.nrao.edu/portal/#/productViewer/21A-241.sb39968379.eb40006147.59420.36311155093
2110-103,21:10:00.979002,-10:20:57.319410,L,L,8.256058,2019-05-22,J2110-1020,5.983333328040317,B,https://data.nrao.edu/portal/#/productViewer/19A-422.sb36668888.eb36677553.58625.529400162035
2115+295,21:15:29.413455,+29:33:38.366940,L,S,19.924765,2025-01-25,J2115+2933,9.308333356166258,A,https://data.nrao.edu/portal/#/productViewer/24B-418.sb47304303.eb47533941.60700.5545959375
2123+055,21:23:44.517391,+5:35:22.093210,L,S X,18.118674,2022-03-07,J2123+0535,7.479166678385809,A,https://data.nrao.edu/portal/#/productViewer/22A-384.sb41330074.eb41625799.59645.71860008102
2129-156,21:29:12.175902,-15:38:41.040850,C,L X,33.355318,2017-12-03,J2129-1538,25.930000003427267,B,https://data.nrao.edu/portal/#/productViewer/17B-340.sb34527628.eb34756503.58090.972008993056
2129-183,21:29:21.419099,-18:21:22.790190,L,L X,18.141744,2018-06-09,J2129-1821,6.9808333134278655,A,https://data.nrao.edu/portal/#/productViewer/18A-489.sb35477182.eb35478049.58278.48595515046
2130+050,21:30:32.877499,+5:02:17.474690,L,L,4.594375,2018-01-14,J2130+0502,7.479166657431051,B,https://data.nrao.edu/portal/#/productViewer/17B-130.sb34053560.eb34825756.58132.835104004625
2131-121,21:31:35.261758,-12:07:04.795880,L,L S,23.712783,2017-01-11,2131-121,10.969166660215706,A,https://data.nrao.edu/portal/#/productViewer/16B-306.sb33141521.eb33308706.57764.968783055556
2134-018,21:34:10.309614,-1:53:17.238900,L,C L S,11.517164,2024-12-03,J2134-0153,5.484166655223817,A,https://data.nrao.edu/portal/#/productViewer/24B-301.sb46881603.eb47342705.60647.98770333333
